sex,birth,education,family,job,rich,religion,voting,politics,x,y,location,lang
m,1982,1,1,3,1,1,10,1,0.13,-0.18,48,r
m,1975,1,1,14,3,1,3,2,-0.05,-0.5,,r
m,1990,1,2,11,1,8,2,3,0.03,-0.53,46,r
m,1985,5,1,4,1,8,3,2,-0.4,-0.43,35,r
m,1996,5,4,9,1,1,11,1,-0.13,-0.18,32,r
f,,6,1,5,,,,,-0.13,-0.3,,r
f,1991,1,2,8,2,2,6,3,-0.3,0.08,46,r
m,1980,1,1,5,2,1,6,3,-0.23,0.08,,r
m,1972,1,1,7,6,8,7,1,0.08,-0.65,18,r
f,1982,1,2,13,1,2,6,1,-0.5,-0.05,,r
m,,1,3,6,7,2,1,1,0.05,-0.8,46,r
m,1983,1,2,2,4,8,1,3,0.08,-0.28,,r
m,1974,1,1,8,7,8,11,2,0.13,-0.93,0,r
m,1979,1,1,6,6,8,11,1,-0.45,-0.43,0,r
m,1992,1,2,9,2,8,6,2,-0.18,-0.8,0,r
m,1980,1,1,6,5,8,6,1,-0.4,-0.7,0,r
f,1989,1,1,7,7,1,11,3,-0.23,-0.3,,r
f,1975,1,1,5,3,,6,1,-0.48,0.03,,r
m,1983,3,3,3,4,8,3,2,-0.08,-0.25,,r
m,1975,3,1,8,5,8,11,2,-0.15,-0.58,,r
f,1992,1,2,7,3,1,10,1,-0.08,0.03,32,r
f,1980,1,1,12,1,1,2,1,-0.03,-0.23,32,r
m,1976,1,1,7,6,1,1,1,0.08,-0.18,32,r
m,1971,2,1,7,7,5,11,1,0.43,-0.08,32,r
m,,1,1,11,7,8,2,1,0.38,-0.68,,r
f,1994,3,2,3,2,8,5,2,0.18,-0.73,32,r
m,,4,2,5,2,7,1,4,-0.2,-0.05,,r
m,,1,1,7,7,1,11,1,-0.03,-0.38,,r
m,,2,1,5,6,1,,2,0.13,-0.45,32,r
f,1986,1,3,13,5,1,3,1,-0.2,-0.15,32,r
m,1959,1,1,6,3,8,2,3,0.28,-0.4,,r
f,1961,2,1,7,7,8,1,1,-0.03,0.05,32,r
m,1992,1,2,8,3,8,11,1,0,-0.18,32,r
f,,1,3,5,5,2,11,3,-0.28,-0.23,0,r
m,1957,1,1,11,5,1,1,2,0.38,-0.53,0,r
m,1973,1,1,7,7,8,11,2,0.35,-0.75,,r
m,,1,1,6,5,8,6,1,0.08,-0.3,0,r
m,1992,1,1,3,3,1,1,3,-0.1,0.15,32,r
m,1989,1,1,6,7,8,11,1,0.53,-0.55,0,r
m,1984,1,1,6,6,8,11,3,-0.13,-0.2,,r
m,1981,1,1,6,7,8,11,3,-0.18,-0.78,0,r
m,,1,1,6,6,8,1,2,-0.03,-0.45,,r
f,,1,1,12,1,8,10,3,-0.48,-0.08,,r
m,,1,2,9,4,8,6,3,-0.3,-0.53,,r
f,1985,2,2,6,7,8,11,3,0.25,-0.6,0,r
m,1986,1,1,2,4,8,11,1,-0.13,-0.45,0,r
m,,1,2,6,3,8,11,4,0,0.05,,r
f,1989,1,1,3,5,1,6,3,0.28,-0.53,0,r
m,,2,2,5,5,8,6,2,0.2,-0.75,,r
f,1992,1,2,3,,3,11,1,-0.33,-0.68,0,r
m,,1,2,6,6,8,11,1,-0.05,-0.18,0,r
f,1978,1,4,11,5,8,2,1,-0.3,-0.7,0,r
m,1980,1,2,1,6,8,11,1,-0.15,-0.1,0,r
m,1974,1,1,6,7,8,11,2,0.55,-0.43,0,r
m,1985,1,1,6,6,8,11,1,-0.3,-0.43,,r
f,1983,1,1,3,5,1,2,1,-0.13,-0.35,0,r
f,1984,1,3,11,2,1,6,1,-0.53,-0.2,23,r
m,,5,1,16,2,8,2,1,-0.28,0.2,,r
m,1978,2,2,3,2,8,6,3,-0.08,-0.5,23,r
m,1965,5,1,2,5,8,11,3,-0.03,-0.3,0,r
m,1975,1,1,13,1,8,11,1,0.3,-0.43,0,r
m,1982,1,2,3,5,8,1,3,0.25,-0.53,0,r
m,1984,1,1,6,7,8,11,1,-0.48,-0.3,0,r
m,1992,5,2,6,2,8,11,1,0.5,-0.43,74,r
f,1978,1,1,8,2,1,6,3,-0.45,-0.2,,r
m,1983,1,2,8,2,8,11,3,-0.13,-0.08,,r
f,1991,1,3,8,2,1,11,1,-0.23,-0.08,51,r
m,,1,2,6,7,8,11,4,-0.03,-0.65,,r
m,,3,1,14,5,1,1,1,0,-0.23,46,r
f,,1,1,3,2,2,10,1,-0.45,-0.18,46,r
m,1994,3,2,3,2,2,11,1,-0.48,-0.58,,r
f,1996,3,2,9,1,8,6,3,-0.68,-0.73,,r
m,1996,3,2,9,2,8,2,2,-0.2,-0.48,32,r
m,1980,1,2,4,3,8,1,1,-0.03,-0.4,32,r
m,1988,3,4,7,2,9,11,3,-0.3,-0.33,32,r
m,1988,1,2,6,3,8,1,2,0.1,-0.43,32,r
f,1982,1,1,3,6,8,2,3,-0.05,-0.6,32,r
m,,5,3,6,3,8,,3,0.43,-0.55,,r
m,1980,1,1,8,6,1,7,2,-0.28,-0.1,,r
m,1988,1,1,6,6,1,6,3,-0.1,-0.13,12,r
m,1987,5,2,6,3,9,11,2,0.2,-0.58,12,r
m,1991,1,2,14,2,8,1,1,0.7,-0.55,12,r
f,1981,1,1,16,2,1,11,2,-0.58,0.03,14,r
f,1972,1,1,7,3,1,10,1,-0.03,-0.45,,r
m,1953,1,1,5,1,1,2,1,0.05,-0.35,,r
f,,6,2,11,7,1,,1,0.15,-0.08,,r
m,1990,1,2,6,6,8,3,3,0.08,-0.2,,r
f,1960,1,1,7,7,1,2,1,0.35,-0.38,12,r
m,1972,1,1,7,6,5,2,1,-0.1,-0.45,12,r
f,1985,2,2,16,2,2,10,,0,0.35,12,r
f,1991,,4,7,2,,11,3,0.05,-0.38,,r
m,,2,4,7,4,9,1,2,-0.13,0.65,32,r
m,1993,3,4,9,1,1,1,1,-0.35,-0.13,32,r
f,1991,1,4,16,4,8,11,2,-0.6,-0.7,32,r
f,1994,1,2,3,3,1,5,1,-0.4,-0.15,63,r
m,1981,1,1,3,3,1,5,2,-0.08,-0.38,63,r
m,,3,1,2,2,1,1,3,-0.05,-0.6,,r
f,1967,1,1,6,2,1,2,1,-0.15,-0.15,63,r
m,,5,1,8,3,5,10,3,0.05,-0.03,,r
m,1977,1,1,16,2,4,6,1,-0.05,-0.33,,r
m,1983,1,2,6,2,8,8,1,-0.13,-0.53,23,r
m,1993,1,1,3,3,8,2,2,0.43,-0.45,23,r
f,1982,1,4,7,2,8,2,3,-0.28,-0.6,,r
m,1984,1,2,6,4,8,2,2,-0.03,-0.33,,r
f,1975,1,1,7,4,1,5,1,-0.25,-0.35,,r
f,1993,1,2,16,1,8,10,1,-0.1,-0.6,,r
f,1989,1,1,4,3,9,2,3,-0.43,-0.15,,r
m,1966,2,1,7,7,1,11,2,0.13,-0.25,32,r
m,,1,2,10,1,9,11,2,-0.68,-0.45,32,r
m,1980,1,1,2,3,8,10,1,-0.78,-0.6,,r
m,1989,3,2,8,4,1,2,1,-0.25,-0.53,,r
m,,,,5,,,,,-0.18,-0.3,32,r
f,1973,3,3,13,2,1,2,3,-0.03,0.13,32,r
m,1983,1,1,5,4,8,10,3,-0.05,-0.35,,r
f,1988,3,1,4,3,8,5,1,-0.3,-0.5,,r
f,1990,,1,6,2,1,10,3,-0.08,0.05,21,r
m,1993,1,2,3,1,8,2,2,0.03,-0.25,21,r
f,1991,1,2,6,3,8,1,1,-0.28,-0.6,32,r
m,1980,1,1,7,7,8,2,1,0.05,-0.55,32,r
m,1985,1,2,3,6,8,1,2,-0.1,-0.6,32,r
f,,4,2,5,1,8,1,4,0.03,-0.13,18,r
m,1982,3,1,6,7,8,10,1,0.6,-0.63,,r
m,,1,1,6,6,8,10,1,0,-0.45,32,r
m,1984,1,1,7,7,2,2,1,0.03,-0.3,,r
f,1997,5,2,9,1,8,11,4,-0.28,-0.28,9,r
,,,,5,,,,,-0.48,-0.3,,r
m,1988,1,1,8,3,8,10,1,0.4,-0.55,12,r
m,1985,1,1,3,1,9,10,3,-0.28,0.1,12,r
f,1961,1,1,16,4,1,10,2,-0.15,-0.3,51,r
m,,1,2,6,6,8,2,1,0,-0.65,51,r
m,1968,1,1,6,3,8,2,2,-0.03,-0.2,,r
f,1986,2,1,3,2,1,1,2,0.15,-0.33,63,r
f,1960,1,3,7,2,1,1,1,0.03,-0.18,,r
m,1983,3,1,16,3,8,2,3,-0.18,-0.08,63,r
m,1989,4,3,13,1,1,2,1,0.3,-0.58,,r
m,1986,2,1,10,2,8,2,4,0.23,-0.35,63,r
f,1998,3,2,9,1,8,11,3,-0.15,-0.03,63,r
f,1991,1,2,7,3,1,6,3,-0.33,-0.23,32,r
m,,2,2,5,,,,,0.05,-0.53,,r
f,1993,1,1,9,2,1,5,1,-0.38,-0.15,32,r
f,1988,1,1,16,3,1,1,3,-0.18,-0.53,32,r
m,1962,1,4,14,3,8,11,1,0.03,-0.05,,r
f,1981,1,1,7,5,1,1,1,-0.35,-0.28,32,r
m,,,1,16,3,4,2,1,0.13,-0.43,,r
f,1988,1,2,6,2,1,2,1,-0.13,-0.18,,r
m,1990,1,1,6,6,8,2,3,-0.1,-0.2,32,r
f,,1,3,7,3,8,10,3,0.15,-0.6,,r
m,1987,1,1,6,7,8,11,3,-0.23,-0.45,32,r
m,1991,3,2,6,2,8,2,3,0.15,-0.2,32,r
m,1976,1,1,8,3,1,1,3,-0.03,-0.05,32,r
m,1980,1,2,7,5,8,2,2,-0.2,-0.75,32,r
m,1977,1,1,8,4,1,1,3,-0.13,0.13,32,r
f,1968,3,3,2,2,8,11,2,-0.15,-0.43,32,r
m,1981,1,1,6,5,8,10,2,0.25,-0.38,32,r
f,1982,2,3,3,4,8,2,3,0.15,0,32,r
m,1989,1,2,8,2,1,6,1,-0.2,-0.33,32,r
f,,3,1,7,2,1,11,3,-0.13,-0.35,,r
m,1978,1,1,6,7,3,2,3,-0.33,-0.55,,r
m,1974,1,4,5,4,3,6,1,-0.15,-0.45,,r
m,1974,1,3,5,5,3,6,1,-0.23,-0.43,,r
m,,1,2,13,1,9,11,3,0.85,-0.6,,r
m,1971,1,1,6,5,8,1,1,-0.03,-0.43,51,r
m,1979,1,1,4,6,1,1,3,0.25,-0.28,32,r
f,1986,1,1,2,5,8,2,3,-0.28,-0.7,32,r
m,,1,1,7,5,8,10,3,0.03,0.13,32,r
f,1979,3,1,8,3,1,1,1,-0.3,-0.13,32,r
m,1974,1,1,7,3,8,2,2,0.65,-0.58,32,r
m,1984,1,2,6,7,8,1,1,0.28,-0.45,32,r
m,1997,3,2,9,1,1,11,2,-0.3,-0.03,32,r
m,,1,1,5,5,1,1,1,0.05,-0.05,32,r
f,1994,3,2,6,3,8,6,3,-0.08,-0.38,32,r
f,1983,1,1,7,6,1,2,1,-0.03,-0.68,32,r
f,1994,3,2,16,3,1,10,3,-0.03,-0.78,32,r
f,1996,3,2,9,1,1,1,1,-0.3,-0.08,32,r
m,1992,2,2,10,3,8,3,2,-0.2,0.03,32,r
m,1985,1,1,6,3,1,2,1,-0.15,-0.05,32,r
m,1982,1,2,10,1,8,8,1,-0.3,-0.3,32,r
f,1968,1,1,12,2,8,11,3,-0.1,-0.45,32,r
f,1999,5,2,9,5,3,11,3,-0.53,-0.73,,r
m,,1,2,7,4,4,2,3,0.28,-0.38,32,r
m,1980,3,1,4,3,1,2,1,-0.28,-0.53,32,r
m,1994,3,2,9,1,8,11,2,0.43,-0.68,43,r
m,1990,1,1,5,4,1,7,1,-0.15,-0.45,0,r
m,1976,1,1,7,7,8,2,2,0.15,-0.48,32,r
m,1982,1,1,7,6,8,2,1,0.03,-0.4,32,r
m,1982,1,1,8,5,1,2,1,-0.13,-0.05,,r
m,,1,1,5,5,8,6,1,0.15,-0.4,32,r
f,1990,1,1,6,2,9,2,1,-0.3,-0.5,32,r
m,,1,2,16,3,1,,1,-0.23,-0.15,32,r
m,,1,1,16,1,2,6,3,-0.03,-0.33,,r
f,1975,1,1,6,2,1,3,1,-0.45,-0.15,23,r
m,1967,1,1,4,3,1,3,1,0.13,-0.2,46,r
m,1966,1,2,6,2,1,10,3,-0.18,-0.18,46,r
m,1988,1,2,2,3,2,10,1,-0.05,0.1,46,r
m,1985,3,1,6,5,8,2,1,0.18,-0.55,63,r
m,1989,1,2,10,1,2,3,2,-0.13,0.13,56,r
m,,5,2,8,3,1,5,1,-0.08,-0.23,,r
m,1987,1,2,16,2,8,5,3,0.2,-0.55,48,r
m,1978,1,1,11,6,1,1,2,-0.25,-0.8,0,r
m,1978,1,1,8,2,1,11,1,-0.1,-0.2,14,r
m,1986,3,2,6,7,8,11,4,-0.08,-0.08,32,r
f,1989,1,2,1,2,8,6,1,0.03,-0.5,48,r
m,,1,1,11,6,5,11,1,-0.28,-0.13,63,r
m,1985,2,1,6,3,1,2,1,-0.23,-0.33,63,r
m,,1,1,3,2,1,10,1,0.33,-0.4,63,r
m,1979,3,2,7,3,8,10,2,0.3,-0.35,46,r
f,1999,5,2,9,1,8,11,3,-0.38,-0.83,,r
m,1996,3,2,9,1,8,1,1,-0.08,-0.48,35,r
f,1956,1,1,3,2,1,10,3,-0.13,-0.13,,r
m,1986,1,1,16,4,2,11,2,-0.1,0.6,,r
m,1984,1,2,6,1,9,11,1,-0.28,-0.28,35,r
f,1985,1,1,11,2,2,2,2,0.3,-0.33,35,r
f,1973,1,1,4,1,8,2,1,-0.15,-0.2,35,r
m,1988,3,2,6,2,8,2,2,0.53,-0.38,35,r
f,1992,1,4,9,1,8,11,1,-0.1,0.13,35,r
m,,1,2,14,1,1,2,2,-0.13,-0.15,35,r
m,,1,2,6,6,8,11,3,0.45,-0.28,,r
m,1982,1,1,8,2,8,2,2,0.13,-0.55,35,r
f,,1,4,5,2,1,11,1,-0.3,0.03,,r
f,1982,1,2,3,4,1,1,1,-0.23,-0.2,32,r
m,1980,1,2,6,3,8,1,3,-0.1,-0.3,32,r
m,1980,1,1,6,5,8,1,2,0.13,-0.75,32,r
m,,1,1,4,2,1,5,1,0,-0.4,,r
f,1988,2,2,16,6,1,10,2,-0.2,-0.55,32,r
m,1984,,,5,,,,,0.28,-0.75,,r
m,1993,1,2,16,2,8,5,1,-0.03,-0.28,,r
f,1991,1,2,3,4,8,2,1,-0.45,-0.43,32,r
m,1964,5,1,13,1,2,11,3,0.03,-0.18,,r
m,1980,1,1,5,,1,6,1,-0.18,-0.45,32,r
f,1972,1,1,3,2,8,3,2,-0.33,0.15,,r
f,1986,1,1,10,2,1,11,3,-0.15,-0.43,32,r
,,,,5,,,,,-0.23,-0.13,,r
m,1997,3,2,7,1,1,2,2,0.25,-0.2,48,r
f,1995,3,2,9,1,8,10,2,-0.33,-0.53,32,r
m,1996,3,2,13,1,1,1,1,0.15,-0.58,32,r
m,1996,5,2,9,1,8,5,2,-0.18,-0.75,32,r
m,,2,2,3,3,8,1,3,-0.25,-0.58,,r
m,1996,3,2,9,1,8,11,1,0.3,-0.43,53,r
m,1994,3,2,9,1,8,11,3,-0.2,-0.3,32,r
m,1996,3,2,9,1,8,2,2,-0.05,-0.6,32,r
m,1993,3,2,9,1,8,10,1,0.38,-0.48,32,r
m,1996,3,2,9,1,8,2,1,0.23,-0.65,32,r
m,1994,1,2,3,1,4,1,2,-0.03,-0.05,32,r
f,1988,1,2,10,2,8,11,3,-0.58,-0.9,,r
m,1974,2,2,3,3,1,2,2,0,-0.13,,r
m,1994,5,2,9,2,2,8,2,-0.18,-0.1,,r
m,1994,1,2,6,5,8,1,3,0.1,-0.03,32,r
f,1994,3,2,3,1,1,10,3,-0.38,-0.4,32,r
f,1992,1,2,3,1,1,1,1,-0.25,-0.28,,r
f,1992,1,2,7,5,2,5,1,0.15,-0.38,32,r
m,1994,3,2,5,2,1,3,2,-0.13,-0.05,,r
m,1978,2,3,3,5,1,11,3,-0.13,-0.18,,r
m,1990,1,2,3,2,1,10,2,-0.15,0.25,,r
m,1996,3,2,9,3,5,11,1,0.58,-0.4,32,r
m,1997,3,2,9,2,8,11,3,0,-0.38,32,r
m,1995,3,2,9,1,8,10,3,-0.13,-0.55,,r
m,1994,3,2,9,1,8,10,3,-0.23,-0.03,26,r
m,1993,3,2,9,1,9,5,1,-0.23,-0.2,32,r
m,1996,3,2,9,1,8,1,3,0.25,0.18,32,r
f,1996,3,2,9,1,8,1,1,0.08,-0.55,32,r
m,1993,3,2,3,2,1,2,2,-0.25,-0.33,32,r
m,,5,2,9,1,1,2,2,0.08,-0.35,,r
m,1997,1,4,9,2,8,10,3,0.1,-0.65,32,r
m,1997,1,4,9,2,8,10,3,0.25,-0.7,,r
f,1995,3,2,9,1,3,11,4,0.25,-0.18,,r
f,1993,,,5,,,,,-0.35,-0.05,32,r
m,1992,1,2,9,1,8,11,2,-0.13,-0.68,,r
m,1985,1,2,4,5,1,10,2,0.28,-0.58,35,r
m,1988,1,1,6,5,8,1,1,0.18,-0.48,35,r
m,1981,5,1,2,2,1,1,1,0.1,-0.43,35,r
f,1987,3,1,12,2,8,11,3,0.03,-0.13,35,r
m,1975,3,1,7,4,1,3,2,0,-0.33,,r
m,,1,1,4,3,1,2,1,-0.33,-0.13,71,r
f,1981,1,1,11,5,8,11,3,-0.35,-0.25,9,r
m,1972,1,1,6,3,8,2,1,0,-0.28,74,r
m,1988,1,2,6,6,8,3,3,0.08,-0.53,74,r
f,,2,1,10,1,9,2,1,0.05,-0.55,,r
m,1992,1,2,3,3,1,1,2,0.08,-0.23,32,r
m,1978,4,1,6,2,8,10,1,0,0.1,32,r
m,1983,1,1,3,2,1,2,3,0.15,0.08,23,r
m,1982,1,1,7,5,8,3,1,0.08,-0.3,12,r
f,1993,1,2,3,5,1,11,2,-0.3,-0.23,12,r
f,1958,1,1,5,1,1,7,3,-0.4,-0.1,,r
f,,3,2,9,1,1,10,3,0.08,0.1,,r
f,1989,5,4,7,1,1,4,3,-0.18,-0.28,32,r
m,1984,1,1,5,5,1,2,2,0.23,-0.23,51,r
f,1962,1,1,12,3,1,3,1,-0.05,0.03,,r
m,1959,2,1,3,7,8,11,1,0.3,-0.73,,r
m,1992,1,2,6,2,8,2,1,0.25,-0.25,63,r
m,1984,1,1,7,7,1,11,2,0.08,-0.33,0,r
m,,1,1,4,3,1,6,2,-0.53,0.23,,r
m,1977,3,1,6,3,8,11,4,-0.18,-0.4,0,r
m,1983,1,1,15,3,8,1,2,0.23,-0.63,23,r
m,,3,2,6,2,8,10,3,0.33,-0.45,,r
m,1989,1,2,13,1,8,10,3,0.03,0.05,56,r
m,1987,1,,3,2,1,11,1,-0.18,0.13,14,r
m,1974,1,1,6,5,8,6,3,-0.08,-0.35,0,r
m,1993,1,2,9,1,1,10,2,-0.05,-0.15,,r
m,1994,3,2,6,2,8,2,2,-0.1,-0.53,14,r
m,1983,3,2,9,1,8,3,2,0.08,0.25,9,r
f,1993,3,2,9,4,1,11,1,-0.3,-0.55,,r
f,1991,1,2,6,3,8,6,3,-0.08,-0.48,,r
f,1963,1,1,8,1,1,11,2,-0.25,-0.5,,r
m,1979,3,1,6,2,8,1,3,-0.03,-0.48,65,r
m,1971,1,1,4,7,1,11,1,0.58,-0.95,12,r
m,,,,5,,,,,0.3,-0.1,,r
m,1991,1,2,2,,1,11,1,-0.43,-0.05,0,r
f,1986,1,1,2,2,8,6,3,-0.15,-0.23,77,r
f,1967,1,3,3,2,1,10,1,-0.15,-0.73,32,r
m,1994,3,2,3,4,9,2,1,0.33,-0.65,32,r
m,1980,1,1,6,4,8,11,3,-0.03,0.08,32,r
m,,1,3,16,4,8,10,1,0.05,-0.33,32,r
m,1975,1,1,11,7,1,2,1,0.18,-0.35,32,r
f,,2,2,10,,,,,-0.13,-0.58,32,r
m,1992,3,4,14,2,1,11,1,0.05,-0.53,,r
f,,1,2,2,2,8,11,1,0.1,0.08,,r
m,1989,1,2,2,5,1,11,3,-0.1,-0.25,32,r
m,1969,1,3,14,2,1,11,1,-0.25,0,32,r
m,1984,1,1,6,6,8,5,2,0.3,-0.4,,r
f,1984,1,4,2,4,8,2,3,-0.33,-0.58,,r
m,1972,5,1,13,1,8,2,3,-0.05,-0.15,51,r
m,1980,1,1,13,,1,2,1,-0.33,-0.43,,r
f,1979,2,1,3,4,8,1,1,-0.2,-0.48,,r
m,1983,6,2,6,6,8,4,1,-0.05,-0.43,65,r
m,1995,3,2,9,1,9,1,1,0.03,-0.33,46,r
m,1997,3,2,9,1,8,2,1,-0.15,-0.5,32,r
f,1977,1,1,11,5,1,8,2,-0.18,-0.35,,r
m,1954,3,1,5,2,1,1,4,-0.1,-0.38,,r
f,1984,1,1,11,2,1,2,1,-0.08,-0.45,43,r
m,1979,1,1,8,7,1,11,3,0.63,-0.5,32,r
f,1970,1,1,7,6,1,2,2,-0.1,0,32,r
m,1991,1,2,9,1,8,1,1,0.3,-0.43,0,r
m,1982,1,2,6,7,8,11,2,-0.88,0.05,43,r
f,1970,2,1,6,4,8,2,3,0.08,-0.38,,r
m,1979,1,1,7,2,1,11,2,0.18,-0.53,,r
f,1983,1,1,11,5,1,2,3,0,-0.7,,r
m,1988,1,4,6,3,9,5,2,0.28,-0.43,63,r
m,1980,1,2,6,4,1,1,3,-0.15,-0.48,32,r
f,1989,1,2,16,3,1,11,3,-0.3,-0.08,32,r
m,1989,1,2,7,6,8,3,1,0,0.08,32,r
f,1993,1,2,9,1,1,6,1,-0.05,0,18,r
f,1984,2,2,10,1,1,10,1,-0.68,0.45,,r
f,1974,3,4,4,1,1,11,3,-0.18,0.15,,r
m,1986,1,1,7,6,4,2,3,0.6,-0.08,32,r
m,1982,1,1,6,5,1,2,1,0.1,-0.33,,r
m,1981,1,1,6,6,1,11,3,-0.38,-0.73,32,r
m,,1,2,5,7,1,5,1,0.1,0.08,32,r
m,1984,1,2,7,3,9,1,1,0.08,-0.38,32,r
m,1976,1,1,2,4,9,5,2,-0.13,0.23,,r
f,1987,1,1,2,4,5,2,2,-0.03,-0.6,,r
m,1971,1,4,11,7,8,11,,0.33,-0.65,32,r
m,1988,1,1,16,5,1,1,1,-0.2,-0.03,32,r
f,1982,1,1,7,5,2,2,2,0.33,-0.7,32,r
m,1986,1,1,3,4,8,10,1,0.15,-0.38,32,r
m,1982,1,2,6,7,8,2,2,-0.1,-0.2,32,r
f,1983,1,1,16,5,8,1,1,-0.25,-0.35,32,r
m,1958,3,1,5,1,1,2,1,-0.23,-0.18,46,r
f,1982,1,1,6,2,1,11,1,0.13,-0.78,32,r
m,1986,1,1,3,2,1,1,1,-0.15,-0.28,23,r
f,1978,1,1,6,6,8,2,1,-0.23,-0.75,46,r
m,1980,1,1,6,1,8,6,3,-0.08,-0.5,46,r
f,1962,1,1,5,1,8,10,1,0.05,-0.63,,r
m,1975,1,1,13,1,8,11,1,-0.05,-0.23,0,r
m,1985,4,3,10,6,8,2,2,0.3,-0.75,12,r
f,1992,1,4,10,4,8,11,1,0.08,-0.23,12,r
m,1974,1,1,6,4,8,6,1,-0.35,-0.23,,r
f,1989,1,2,2,3,8,11,2,-0.1,-0.45,32,r
m,1989,,,5,,,,,-0.63,-0.05,63,r
m,1975,1,1,4,6,1,11,1,-0.45,0.03,0,r
m,1982,4,3,6,6,1,11,3,-0.4,-0.03,,r
f,1995,3,1,11,4,1,6,3,-0.35,-0.35,32,r
m,1989,1,1,6,7,3,10,2,0.13,-0.68,,r
f,1963,3,4,4,2,8,1,2,0.03,-0.05,,r
m,,2,2,10,2,1,2,1,0.03,-0.55,32,r
f,1983,1,1,2,2,4,2,3,-0.13,-0.35,32,r
f,1977,2,4,3,3,1,,1,-0.2,-0.5,0,r
m,1971,1,1,16,2,1,11,1,-0.53,0,0,r
f,1982,1,1,8,2,8,11,2,-0.15,-0.38,14,r
f,,1,1,7,2,1,2,3,-0.35,-0.1,,r
m,,1,1,5,6,1,11,2,-0.3,-0.3,,r
m,1975,1,1,7,7,1,2,1,0.15,-0.73,,r
m,1984,1,1,7,6,8,11,1,0.13,-0.35,12,r
m,1970,1,1,7,4,8,10,3,0.55,-0.5,12,r
m,1983,1,1,8,6,1,5,1,-0.1,-0.48,32,r
m,,1,1,14,2,1,1,1,-0.28,-0.03,23,r
f,1982,2,3,3,4,1,2,1,-0.03,-0.08,32,r
m,,1,1,16,4,1,2,1,-0.1,-0.23,32,r
f,1976,1,1,16,3,1,1,2,-0.2,-0.13,,r
m,1989,1,2,16,4,8,5,2,-0.1,-0.08,32,r
f,1985,1,1,8,3,1,2,1,-0.28,-0.25,32,r
f,1985,1,1,8,3,1,10,2,-0.33,-0.38,32,r
m,1973,1,1,7,5,8,1,3,-0.05,-0.08,,r
m,1972,1,1,8,2,8,10,1,-0.1,-0.68,32,r
m,1979,1,1,11,7,1,1,2,0.28,0.03,,r
f,1977,1,1,8,5,1,10,2,0.25,0.08,32,r
f,1980,1,1,7,5,1,1,3,-0.43,0.05,32,r
m,1988,1,1,15,3,8,3,3,-0.03,0,23,r
m,1963,2,1,7,7,1,2,1,0.05,-0.2,23,r
m,1970,5,1,6,2,8,5,2,-0.15,-0.25,23,r
m,1986,1,2,3,6,3,11,4,-0.53,-0.55,9,r
m,1984,3,2,6,1,8,11,2,-0.15,-0.1,9,r
f,1999,5,2,9,1,8,11,1,-0.2,-0.1,,r
f,1980,1,1,14,2,1,11,1,-0.25,-0.33,32,r
m,1977,1,1,11,3,8,11,3,-0.2,-0.18,32,r
f,1970,1,1,8,1,1,6,3,-0.05,0.1,,r
f,1970,1,4,3,7,9,6,1,0.1,-0.7,,r
m,1981,3,1,8,4,8,2,3,-0.05,-0.33,32,r
f,1970,1,1,7,3,4,5,1,-0.13,-0.13,,r
m,1981,1,1,13,1,1,10,1,0.05,-0.23,32,r
m,1972,5,1,16,3,8,2,3,0.1,-0.63,,r
f,1965,2,1,3,2,1,1,3,-0.03,-0.33,,r
f,1986,1,1,16,3,1,11,3,-0.03,0.03,32,r
f,1966,1,1,8,3,1,6,1,-0.08,0.08,35,r
f,1990,1,2,3,4,1,11,3,0.38,-0.73,,r
f,1980,1,1,16,1,8,2,3,-0.15,-0.2,32,r
m,1979,1,1,3,6,8,1,3,0.1,-0.03,32,r
m,1992,1,1,6,,8,6,3,0.1,-0.35,77,r
m,1985,3,4,6,4,8,10,3,-0.18,-0.5,12,r
m,1975,1,1,16,3,1,5,3,-0.28,-0.25,,r
m,1983,1,2,16,3,8,1,3,-0.15,0,,r
f,1963,1,3,3,2,8,2,3,0,-0.25,,r
f,,3,1,4,2,1,10,3,0.03,0.08,51,r
m,1990,1,2,8,2,8,11,3,-0.45,-0.38,0,r
f,1981,1,2,6,5,8,11,3,-0.48,-0.53,,r
,,,,5,,,,,0.3,-0.73,,r
,,,,5,,,,,0.63,-0.7,,r
f,1983,5,2,13,5,8,11,1,-0.05,-0.38,,r
f,1982,1,1,14,3,8,2,1,-0.03,-0.73,0,r
m,,1,1,10,1,8,11,1,-0.5,-0.3,32,r
m,1978,2,1,3,5,8,10,1,0.4,-0.5,32,r
f,1990,1,2,8,5,1,1,3,0.08,-0.25,32,r
m,1968,1,1,7,5,8,11,3,0,-0.45,32,r
m,1983,2,4,2,7,6,4,2,0.25,-0.25,,r
m,1990,1,2,16,2,9,10,3,0.7,-0.4,,r
m,1973,1,1,7,6,9,2,2,0.15,-0.53,23,r
m,,3,1,5,,,,,-0.23,-0.1,,r
f,1984,1,1,6,2,1,5,1,-0.2,-0.35,48,r
f,1992,3,4,13,1,8,11,3,-0.13,-0.75,,r
m,1988,1,2,7,,8,,3,0.33,-0.05,32,r
m,1966,1,1,8,3,1,2,1,-0.2,-0.3,,r
m,1999,5,2,9,,8,11,1,0.35,-0.4,,r
m,,3,4,5,1,1,11,1,-0.48,-0.1,9,r
f,1972,1,2,14,,1,5,2,-0.13,0.08,,r
